,label,tweet_id,tweet_text
861,other_useful_information,'593691141414879234',"@SundusRasheed I have sent you a message on Facebook along with Devina Shrestha, my contact in Nepal. Kindly respond. They are waiting.."
863,other_useful_information,'592989469654945792',RT @tariksalama: Extraordinary video of a turkish tourist of #NepalEarthquake #Kathmandu #Nepal  https://t.co/V6063zgRmZ http://t.co/v2MnftÂ
864,other_useful_information,'593115585829085184',RT @channelislam: Breathtaking pictures of #NepalEarthquake devastation courtesy @Alimdaad http://t.co/R0A1pQDYlJ
869,other_useful_information,'592242322638671872',RT @vikatan: #NepalEarthquake Indian Embassy in Nepal emergency contact numbers are 009779851107021 &amp; 009779851135141
871,other_useful_information,'592389953184780288',"RT @veterantraveler: Learn the story behind ""Search and Rescue Nepal"" and help us meet our goal. @indiegogolife http://t.co/JIpGssBOJq"
873,other_useful_information,'592649291115663360',RT @MedairInt: #NepalQuake: Watch this update from our emergency response team as they prepare to leave for #Nepal. http://t.co/LrEC6APhFN
878,other_useful_information,'593570995560124416',Nepal's Stories of Loss Include a Mother Pulling Out Her Young Children's Bodies #Nepal #Mt Everest #Eartquake http://t.co/4C6GNvl1k9
880,other_useful_information,'593112442839932928',"RT @yumikoono: Cremation in Nepal. ÂLosing you has turned my heart to stone,Â chants a farmer http://t.co/nxHOjqTYYx http://t.co/9JkBE3sKB9"
882,other_useful_information,'592977410141724673',RT @ANI_news: Nepal: IAF suspends rescue ops temporarily due to bad weather conditions #NepalEarthquake
893,other_useful_information,'593826951174828033',"Nepal economy shattered by quake, recovery to take years (from @AP) http://t.co/N1wgLVcg7t"
894,other_useful_information,'593828045670240256',RT @ReachOutWW: Watch E! News RIGHT NOW to catch our very own @codywalkerroww's interview! #Nepal #Game4Paul #ReachOutWorldWide http://t.coÂ
903,other_useful_information,'593296678490365953',"ÂI came to know about Earthquake through Modi twitter account while in Bangkok airport. We called Nepal and got updates regularly"" Koirala"
905,other_useful_information,'592766297999540226',"RT @MalteserInt: Ingo Radtke, Malteser International Secretary General on our first response to the devestating #NepalEarthquake https://t.Â"
917,other_useful_information,'592238863873105920',"marcelle42: goldleaf-neonsigns: about the earthquake in nepal (it happened today, april 25, and was... http://t.co/m6HJeBT1bP"
922,other_useful_information,'591967712777097216',RT @LuthWorldRelief: #Photos from the #NepalQuake on @CNN: http://t.co/qyKG1qw95H #NepalEarthquake
939,other_useful_information,'593116590675075072',Blackmarketing and corrupt govt in this scary situation of Nepal.. shameful ..These ppl should be hanged to death.
940,other_useful_information,'593809063579877376',RT @Mandakinigahlot: Does anyone know if the @MSF inflatable hospital has arrived in #Kathmandu as yet? @VidyaKrishnan @MSF_Ind @MSF_USA
942,other_useful_information,'592950352883916800',"RT @ivrpa: Pre 2015 Earthquake Panoramas from Kathmandu, Nepal http://t.co/ndhZXWeXrk?&amp;query=Kathmandu http://t.co/sADrbncPua"
944,other_useful_information,'592697092566556674',Somerville Couple Survives Nepal Earthquake http://t.co/oUOupCSTA2
945,other_useful_information,'592084542132920320',"RT @noorabaloch2: Base camp sherpas running down the mountain, not even stopping in Lobouche! #Everest #NepalQuake http://t.co/NuL3UgIBlS"
949,other_useful_information,'592655380167139328',Watch Shocking: The first 18 minutes after quake hit Nepal  Click here to Watch --&gt;&gt; http://t.co/RVxKtoMnyM http://t.co/qJ3j3OL3KT ...#53
951,other_useful_information,'592699303514251264',RT @livemint: Explained: The #Nepal earthquake and why more can be expected in the future http://t.co/UakKgEg4UO http://t.co/DhzuaZ6vVS
956,other_useful_information,'593807595464359936',"RT @DirectRelief: Via @nprnews: Nepal, Before The Earthquake Struck: A Photographer's Portfolio http://t.co/PPDt7DDVEl"
957,other_useful_information,'592691721219223552',"RT @kundadixit: #NepalQuake Day 3 Update Aftershocks subside, but huge need for rescue, relief. http://t.co/EroGtuYnBh http://t.co/vlIogfoQÂ"
958,other_useful_information,'592132728436367360',RT @sujanchitrakar: we were so unprepared for this and it happened. fingers crossed that it won't rain but the dark clouds are here to stayÂ
961,other_useful_information,'592854925027221504',RT @UKEQ_Bulletin: One #aftershock at 02:59 NST struck within 10 miles of #Kathmandu ; further quakes could be up to M5 in same area http:/Â
963,other_useful_information,'592283928087531520',RT @AmitGDaga: Nepal is just like a additional part of India and India can never let it down in its biggest tragedy so far. Unlike China. #Â
966,other_useful_information,'593641221098090497',***Art*** Morning Links: Earthquake in Nepal Edition: The earthquake that hit NepalÂsÂ Kathmandu Valley on ... http://t.co/ZMkQjRx9bi ***
972,other_useful_information,'593336665827053569',RT rubenmasc: So what does MrsGandhi have to say to RSS Idealogue Hosabele confirming that RSS Teams havent gone to Nepal?! Pics tweeted byÂ
974,other_useful_information,'592294974500241410',"PlanGlobal: Watch PlanGlobal davtox on CNN in ten minutes, discussing #NepalEarthquake and Plan's response from the stranded plane to KathmÂ"
979,other_useful_information,'592339015283572736',RT @shekharkapur: What an awaful tragedy #NepalEarthquake  https://t.co/5UsuBO2Ab4
984,other_useful_information,'592615023312252928',"RT @SamaritansPurse: Team members from @samaritanspurse U.S., @SPCanada and @SamsPurseUK are enroute to help victims of #NepalEarthquake"
985,other_useful_information,'592920937411948545',adaderana: Nepal earthquake- SLAF flight departs Kathmandu  #lka #srilanka:    Ada Derana  @adaderana     :Nep... http://t.co/tfZSpGe25R
987,other_useful_information,'592342136202211329',RT @timesofindia: #Earthquake pictures from Nepal. http://t.co/yrmnWgK10P
999,other_useful_information,'592321087381241856',RT @EconomicTimes: #Facebook activates #SafetyCheck for people affected by #NepalQuake: http://t.co/bdFuKV5cjw
1000,other_useful_information,'592107877055209473',RT @1alexcam: #Nepal #earthquake? Horrific scenes in #Pokhara http://t.co/ApBEHyqk9K #NepalQuake #NepalQuakeRelief #NepalEarthquake #Quake Â
1002,other_useful_information,'593440530542931968',"""Time of the essence"" for Nepal victims says UN in $415 million appeal http://t.co/lvr6FZt9ET"
1004,other_useful_information,'592343595170066432',RT @SlimKreamShake: RT TO SHOW AWARENESS #PrayForNepal http://t.co/X8ayMervjk
1007,other_useful_information,'593104101270949888',RT @DrJwalaG: I m proud 2 post this #Salute2IndianForces post Yemen its Nepal !serving at the risk of their lives #NepalEarthquake http://tÂ
1010,other_useful_information,'592343483676954624',"RT @adgpi: 04 IAF MI 17 Hepters took off for rescue to Dhadind, Charikot, Chatauran &amp; Gorkha #NepalEarthquake"
1012,other_useful_information,'592339328174436352',RT @rsprasad: All phone calls from #India to #Nepal made by any #BSNL or #MTNL phone shall be charged at local rates &amp; not at ISD rates. #NÂ
1014,other_useful_information,'592146361962770432',"#NepalEarthquake: @facebook's ""Safety Check for #Nepal"" https://t.co/2EC4OtQEDn &amp; @google's ""Person Finder"" https://t.co/zEiQxsQ25A. Plz RT."
1017,other_useful_information,'592343048362786816',RT @Mapbox: Watching the map improve as the team is editing in Nepal live @openstreetmap: https://t.co/aquKVrkr1d via @geohacker http://t.cÂ
1020,other_useful_information,'593826818882445312',"RT @kathmandupost: A woman helps her son get across a crack caused by Saturday's #Nepalquake at Lokanthali, Bhaktapur. http://t.co/1Vj5uNh8Â"
1021,other_useful_information,'593074564927598592',#RG fishing for votes politicking on #LAB when world is helping #NepalEarthquake victims! This completes Congis' disconnect! #RGPunjabVisit
1023,other_useful_information,'593006389821210624',Nepal Earthquake: Footage of Everest Avalanche Hits YouTube - Hollywood Reporter http://t.co/Bbkznxi1zR #Youtube
1026,other_useful_information,'592684385905876997',"In Kathmandu Valley, earthquake-hit Nepalis fend for themselves: In the lush Dhading farming district 80 km (5... http://t.co/RByPPdx6UF"
1032,other_useful_information,'593018041694330880',RT @CONCORD_Europe: @Dochasnetwork : Nepal Earthquake: Lessons learnt from responding to earthquakes http://t.co/v0u5tNKZ20
1033,other_useful_information,'592165566590230529',"RT @smitaprakash: ANI reporting from Nepal. People stayed awake all night, on the streets, all due to aftershocks. https://t.co/aLPuUQDtfS"
1039,other_useful_information,'593092534932504576',RT @orbitlawpllc: TPS for #Nepal introduced in US Congress today...stay tuned for updates!
1046,other_useful_information,'592147611894833152',I hope all these amazing temples I've visited can be rebuilt and the casualties are minimal. The world loves you Nepal :) #NepalEarthquake
1049,other_useful_information,'592343045439356928',RT @ShaheenX: #Nepal earthquake: a disaster waiting to happen. My blog on Huffington Post on the reasons why &amp; the challenges ahead http://Â
1053,other_useful_information,'592699425442631681',RT @bbcle: #Vocabulary you might find in a story about the earthquake in Nepal #learnenglish #elt http://t.co/QZx8urcII5
1056,other_useful_information,'592699216058777601',"RT @RajivMessage: .Under the guise of 'rebuilding Nepal', China plans to further colonize it at India's expense."
1068,other_useful_information,'592311082099707904',"RT @FocusNewsIndia: #NepalQuake | Casualties in #Bihar reported at 46, 13 in #UP, 2 in #WestBengal &amp; 1 in #Rajasthan: LC Goel (Pic:ANI) httÂ"
1072,other_useful_information,'593042055351246851',"RT @HeadlinesToday: #NepalEarthquake: To get a better idea of the damage caused, watch these images taken from an unmanned drone http://t.cÂ"
1073,other_useful_information,'592353726817443841',RT @the_hindu: The worldÂs strongest #earthquakes since 1900 #NepalEarthquake http://t.co/w3OBD5Dd0t
1074,other_useful_information,'593180157311066112',"RT @AC360: .@drsanjaygupta doesnÂt just report on overwhelmed #Nepal hospital, he treats survivors: http://t.co/k0d9m5htkQ http://t.co/06LfÂ"
1078,other_useful_information,'593767745650569216',RT @jouljet: Views Of The Himalayas http://t.co/UfSJT5X3vD #Nepal #travel #ttot
1082,other_useful_information,'593609382119641088',2 aftershock until now siince this morninng..!! please stop it. #NepalEarthquake
1090,other_useful_information,'592615320218574848',#Nepal #Selfie Â Modern Tragedy: Quake-Ravaged Nepal Tower a Site for Selfies Â Social media is aÂ http://t.co/34D1EgeAn7 #News #account
1091,other_useful_information,'593640583110926336',#android #LG 'Nature seems to be against us'; rain hampers Nepal rescue teams - Reuters UK http://t.co/L2mpCBczKz http://t.co/sIgBZRVoGM
1095,other_useful_information,'593333274912645120',I added a video to a @YouTube playlist http://t.co/f6iNX7soeE 35 People From Belagavi Return Safely From Quake-hit Nepal
1104,other_useful_information,'593640712068968448',RT @Aga_Atul: It's said that Modi has sent 200 Modi-fied media men to Nepal to propagate in his favour. What Nepali media says : http://t.cÂ
1105,other_useful_information,'592334866823294977',RT @RITURATHAUR: #IndiawithNepal Kudos to Indian PM..  Super proud of him.. http://t.co/UCL6H5VL5F
1107,other_useful_information,'592865385877250049',"Footage emerges of Nepal quake, Everest avalanche Video of the devastation wrought by a major earthquake on KathmaÂ http://t.co/gvj1DbAOkV"
1112,other_useful_information,'592342766014877696',"RT @thekiranbedi: Japan is quake prone;buildings literally seen swinging,but not crashing. New tall buildings reconstructed in Nepal be witÂ"
1115,other_useful_information,'593691536195452929',UAV technology is helping the search &amp; rescue mission #NepalEarthquake http://t.co/RKNKS3PIc6 #drone #UAV #tech #rescue #NepalQuakeRelief
1125,other_useful_information,'593487666366283776',See the moment a massive earthquake hits Kathmandu | AOL Features http://t.co/afSjylLkmO
1127,other_useful_information,'592205326604087296',@AshishChowdhry sir Plz RT this tweet #NepalQuakeRelief https://t.co/F0xUePYzP3
1129,other_useful_information,'593149954794921987',RT @IvanCNN: Aftershock in Kathmandu. One jolt felt like an artillery shell hit. Heard screaming from frightened people around the neighborÂ
1134,other_useful_information,'593106243457327104',Facebook Safety Check helps users locate loved ones in Nepal http://t.co/vZezvqXHmh via @Rowena__Lindsay
